"","X","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","E","F","species","year","ID","SpawnBio_re","Recruit_0_re","F_re"
"968",968,1034960000,87287600,0.181,1020870000,89585300,0.183409,"D100-E0-F1-cod",10,"D100","E0","F1","cod",68,"D100-E0-F1-cod-10",-0.0136140527170132,0.026323326566431,0.0133093922651933
"969",969,1021210000,93648500,0.178,1004860000,98417500,0.180687,"D100-E0-F1-cod",10,"D100","E0","F1","cod",69,"D100-E0-F1-cod-10",-0.0160104190127398,0.0509244675568749,0.0150955056179775
"970",970,1007900000,82613400,0.175,991369000,85572100,0.177545,"D100-E0-F1-cod",10,"D100","E0","F1","cod",70,"D100-E0-F1-cod-10",-0.016401428713166,0.0358138026034517,0.0145428571428573
"971",971,995326000,99356800,0.171,981603000,97175600,0.172733,"D100-E0-F1-cod",10,"D100","E0","F1","cod",71,"D100-E0-F1-cod-10",-0.0137874425062743,-0.021953203001707,0.0101345029239765
"972",972,985755000,89880100,0.168,977840000,86315100,0.168571,"D100-E0-F1-cod",10,"D100","E0","F1","cod",72,"D100-E0-F1-cod-10",-0.00802937849668528,-0.0396639523097994,0.00339880952380945
"973",973,977915000,87034700,0.165,975336000,88320500,0.164711,"D100-E0-F1-cod",10,"D100","E0","F1","cod",73,"D100-E0-F1-cod-10",-0.0026372435232101,0.0147734179585843,-0.00175151515151522
"974",974,978922000,88939500,0.161,978007000,87035900,0.160753,"D100-E0-F1-cod",10,"D100","E0","F1","cod",74,"D100-E0-F1-cod-10",-0.000934701641193068,-0.0214033134883826,-0.00153416149068321
"975",975,981350000,87966700,0.158,979769000,89304500,0.157981,"D100-E0-F1-cod",10,"D100","E0","F1","cod",75,"D100-E0-F1-cod-10",-0.00161104600805014,0.015208027583165,-0.000120253164556907
"976",976,984298000,93567500,0.154,981947000,95511300,0.154133,"D100-E0-F1-cod",10,"D100","E0","F1","cod",76,"D100-E0-F1-cod-10",-0.00238850429443116,0.0207743073182462,0.000863636363636326
"977",977,989748000,86667400,0.151,985940000,89164600,0.151338,"D100-E0-F1-cod",10,"D100","E0","F1","cod",77,"D100-E0-F1-cod-10",-0.00384744399584541,0.0288136023464417,0.00223841059602652
"978",978,997743000,89000200,0.148,994094000,89969100,0.148172,"D100-E0-F1-cod",10,"D100","E0","F1","cod",78,"D100-E0-F1-cod-10",-0.00365725442323324,0.0108864923899047,0.0011621621621622
"979",979,1008870000,93781700,0.144,1007200000,94674400,0.143782,"D100-E0-F1-cod",10,"D100","E0","F1","cod",79,"D100-E0-F1-cod-10",-0.00165531733523645,0.00951891467098592,-0.00151388888888886
"980",980,1020320000,99871900,0.141,1021890000,99460300,0.140286,"D100-E0-F1-cod",10,"D100","E0","F1","cod",80,"D100-E0-F1-cod-10",0.00153873294652658,-0.0041212793588587,-0.00506382978723399
"981",981,1034320000,90941000,0.138,1039080000,87838500,0.136887,"D100-E0-F1-cod",10,"D100","E0","F1","cod",81,"D100-E0-F1-cod-10",0.00460205739036275,-0.0341155254505668,-0.00806521739130437
"982",982,1054170000,101330000,0.134,1061480000,96206800,0.132661,"D100-E0-F1-cod",10,"D100","E0","F1","cod",82,"D100-E0-F1-cod-10",0.00693436542493146,-0.0505595578801934,-0.00999253731343289
"983",983,1079370000,102333000,0.131,1087260000,101560000,0.129811,"D100-E0-F1-cod",10,"D100","E0","F1","cod",83,"D100-E0-F1-cod-10",0.0073098196169988,-0.00755377053345451,-0.00907633587786256
"984",984,1105300000,101519000,0.128,1110110000,103110000,0.127383,"D100-E0-F1-cod",10,"D100","E0","F1","cod",84,"D100-E0-F1-cod-10",0.00435175970324799,0.0156719431830495,-0.00482031250000005
"985",985,1.137e+09,93682100,0.124,1136090000,96726600,0.124107,"D100-E0-F1-cod",10,"D100","E0","F1","cod",85,"D100-E0-F1-cod-10",-0.000800351802990325,0.032498204032574,0.000862903225806419
"986",986,1172850000,100955000,0.121,1167470000,98376100,0.121478,"D100-E0-F1-cod",10,"D100","E0","F1","cod",86,"D100-E0-F1-cod-10",-0.00458711685211238,-0.0255450448219504,0.00395041322314055
"987",987,1207300000,101473000,0.118,1200480000,108848000,0.118471,"D100-E0-F1-cod",10,"D100","E0","F1","cod",87,"D100-E0-F1-cod-10",-0.00564896877329578,0.0726794319671243,0.00399152542372892
"988",988,1237900000,102133000,0.114,1231380000,100838000,0.114365,"D100-E0-F1-cod",10,"D100","E0","F1","cod",88,"D100-E0-F1-cod-10",-0.00526698440907989,-0.0126795452987771,0.00320175438596483
"989",989,1270440000,98973300,0.111,1265290000,97466100,0.111122,"D100-E0-F1-cod",10,"D100","E0","F1","cod",89,"D100-E0-F1-cod-10",-0.00405371367400271,-0.0152283494639463,0.00109909909909907
"990",990,1303270000,112143000,0.108,1303150000,112413000,0.107642,"D100-E0-F1-cod",10,"D100","E0","F1","cod",90,"D100-E0-F1-cod-10",-9.20760855386835e-05,0.00240764024504427,-0.00331481481481479
"991",991,1335580000,108859000,0.104,1338310000,107503000,0.103519,"D100-E0-F1-cod",10,"D100","E0","F1","cod",91,"D100-E0-F1-cod-10",0.00204405576603423,-0.012456480401253,-0.00462499999999996
"992",992,1370610000,101181000,0.101,1374660000,101371000,0.100476,"D100-E0-F1-cod",10,"D100","E0","F1","cod",92,"D100-E0-F1-cod-10",0.00295488869919233,0.00187782291141618,-0.00518811881188129
"993",993,1412240000,105693000,0.097,1416690000,114230000,0.0965229,"D100-E0-F1-cod",10,"D100","E0","F1","cod",93,"D100-E0-F1-cod-10",0.00315102248909534,0.0807716688900873,-0.00491855670103101
"994",994,1455200000,107369000,0.094,1458990000,101470000,0.0936158,"D100-E0-F1-cod",10,"D100","E0","F1","cod",94,"D100-E0-F1-cod-10",0.00260445299615173,-0.0549413704141791,-0.0040872340425532
"995",995,1494850000,117787000,0.091,1500390000,100790000,0.0904321,"D100-E0-F1-cod",10,"D100","E0","F1","cod",95,"D100-E0-F1-cod-10",0.00370605746395959,-0.144302851757834,-0.0062406593406593
"996",996,1534260000,113937000,0.087,1544020000,111764000,0.0862468,"D100-E0-F1-cod",10,"D100","E0","F1","cod",96,"D100-E0-F1-cod-10",0.00636137290941561,-0.0190719432668931,-0.00865747126436777
"997",997,1578160000,106503000,0.084,1583140000,106396000,0.0837694,"D100-E0-F1-cod",10,"D100","E0","F1","cod",97,"D100-E0-F1-cod-10",0.00315557357935824,-0.00100466653521497,-0.00274523809523823
"998",998,1628290000,110448000,0.081,1619490000,108434000,0.0816101,"D100-E0-F1-cod",10,"D100","E0","F1","cod",98,"D100-E0-F1-cod-10",-0.00540444269755388,-0.0182348254382153,0.00753209876543213
"999",999,1678170000,111830000,0.077,1657090000,77736400,0.078104,"D100-E0-F1-cod",10,"D100","E0","F1","cod",99,"D100-E0-F1-cod-10",-0.0125613018943254,-0.304869891800054,0.0143376623376624
"1000",1000,1726160000,103053000,0.074,1695170000,117091000,0.075424,"D100-E0-F1-cod",10,"D100","E0","F1","cod",100,"D100-E0-F1-cod-10",-0.0179531445520693,0.136221167748634,0.0192432432432434
"1001",1001,4082630000,129436000,0,4402350000,145761000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",1,"D100-E0-F1-cod-11",0.0783122643981943,0.12612410766711,NA
"1002",1002,4082630000,138995000,0,4402350000,145396000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",2,"D100-E0-F1-cod-11",0.0783122643981943,0.0460520162595777,NA
"1003",1003,4081830000,127705000,0,4402490000,145039000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",3,"D100-E0-F1-cod-11",0.0785579017254516,0.13573470106887,NA
"1004",1004,4081590000,134273000,0,4402920000,144694000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",4,"D100-E0-F1-cod-11",0.0787266726937297,0.077610539721314,NA
"1005",1005,4083810000,136143000,0,4403280000,144360000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",5,"D100-E0-F1-cod-11",0.0782284190498578,0.0603556554505189,NA
"1006",1006,4083810000,144203000,0,4403260000,144036000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",6,"D100-E0-F1-cod-11",0.0782235216623692,-0.00115808963752488,NA
"1007",1007,4086150000,141554000,0,4402590000,143723000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",7,"D100-E0-F1-cod-11",0.0774420909658236,0.0153227743475988,NA
"1008",1008,4093410000,128347000,0,4401090000,143422000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",8,"D100-E0-F1-cod-11",0.0751647159703035,0.117455024270143,NA
"1009",1009,4108430000,126938000,0,4398680000,143135000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",9,"D100-E0-F1-cod-11",0.0706474249287441,0.12759772487356,NA
"1010",1010,4124430000,135876000,0,4395370000,142864000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",10,"D100-E0-F1-cod-11",0.0656915016135563,0.0514292443109894,NA
"1011",1011,4132960000,127629000,0,4391200000,142613000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",11,"D100-E0-F1-cod-11",0.0624830629863342,0.117402784633586,NA
"1012",1012,4135910000,135864000,0,4386290000,142385000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",12,"D100-E0-F1-cod-11",0.0605380678012819,0.0479965259377024,NA
"1013",1013,4135950000,142432000,0,4380740000,142185000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",13,"D100-E0-F1-cod-11",0.0591859185918592,-0.00173416086272748,NA
"1014",1014,4131750000,128239000,0,4374700000,142019000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",14,"D100-E0-F1-cod-11",0.0588007502874085,0.107455610227778,NA
"1015",1015,4131230000,133619000,0,4368300000,141895000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",15,"D100-E0-F1-cod-11",0.0573848466437356,0.0619372993361723,NA
"1016",1016,4133760000,136919000,0,4361690000,141822000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",16,"D100-E0-F1-cod-11",0.0551386631057439,0.0358094932040111,NA
"1017",1017,4133150000,138905000,0,4.355e+09,141812000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",17,"D100-E0-F1-cod-11",0.053675767876801,0.0209279723552068,NA
"1018",1018,4133740000,121950000,0,4348390000,141882000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",18,"D100-E0-F1-cod-11",0.0519263427307958,0.163444034440344,NA
"1019",1019,4137140000,128495000,0,4342010000,142050000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",19,"D100-E0-F1-cod-11",0.0495197165191412,0.105490486011129,NA
"1020",1020,4139210000,123315000,0,4336040000,142343000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",20,"D100-E0-F1-cod-11",0.047552552298627,0.154304018164862,NA
"1021",1021,4132800000,133416000,0,4330670000,142789000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",21,"D100-E0-F1-cod-11",0.0478779519938057,0.0702539425556155,NA
"1022",1022,4121250000,132883000,0,4326110000,143420000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",22,"D100-E0-F1-cod-11",0.0497082195935699,0.0792953199431078,NA
"1023",1023,4105410000,132815000,0,4322640000,144262000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",23,"D100-E0-F1-cod-11",0.0529131073388529,0.0861875541166284,NA
"1024",1024,4092350000,127773000,0,4320580000,145357000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",24,"D100-E0-F1-cod-11",0.0557699121531638,0.13761905879959,NA
"1025",1025,4082330000,134066000,0,4320280000,146661000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",25,"D100-E0-F1-cod-11",0.058287791530817,0.0939462652723285,NA
"1026",1026,4074370000,120775000,0,4322190000,115701000,0,"D100-E0-F1-cod",11,"D100","E0","F1","cod",26,"D100-E0-F1-cod-11",0.060824127411109,-0.0420120057959015,NA
"1027",1027,4067440000,147536000,0.005,4326790000,145122000,0.0046944,"D100-E0-F1-cod",11,"D100","E0","F1","cod",27,"D100-E0-F1-cod-11",0.0637624648427512,-0.0163621082312114,-0.0611200000000001
"1028",1028,4041040000,124988000,0.01,4305630000,124760000,0.00938105,"D100-E0-F1-cod",11,"D100","E0","F1","cod",28,"D100-E0-F1-cod-11",0.0654757191218102,-0.0018241751208116,-0.061895
"1029",1029,3996540000,129908000,0.014,4251040000,158530000,0.0131741,"D100-E0-F1-cod",11,"D100","E0","F1","cod",29,"D100-E0-F1-cod-11",0.0636800832720303,0.220325153185331,-0.0589928571428572
"1030",1030,3947720000,123014000,0.019,4182310000,198056000,0.017968,"D100-E0-F1-cod",11,"D100","E0","F1","cod",30,"D100-E0-F1-cod-11",0.0594241739535732,0.610028126879867,-0.0543157894736841
"1031",1031,3879950000,133056000,0.024,4096210000,139774000,0.0227541,"D100-E0-F1-cod",11,"D100","E0","F1","cod",31,"D100-E0-F1-cod-11",0.0557378316730886,0.0504900192400192,-0.0519125
"1032",1032,3797360000,125449000,0.029,4028210000,181697000,0.0272403,"D100-E0-F1-cod",11,"D100","E0","F1","cod",32,"D100-E0-F1-cod-11",0.0607922346050941,0.448373442594202,-0.0606793103448277
"1033",1033,3701220000,127289000,0.034,3982650000,115377000,0.031376,"D100-E0-F1-cod",11,"D100","E0","F1","cod",33,"D100-E0-F1-cod-11",0.0760370904728711,-0.0935823205461587,-0.0771764705882353
"1034",1034,3598130000,117871000,0.039,3934150000,130364000,0.0353708,"D100-E0-F1-cod",11,"D100","E0","F1","cod",34,"D100-E0-F1-cod-11",0.093387398454197,0.105988750413588,-0.0930564102564102
"1035",1035,3486980000,118753000,0.043,3885850000,115095000,0.0382739,"D100-E0-F1-cod",11,"D100","E0","F1","cod",35,"D100-E0-F1-cod-11",0.114388381923613,-0.030803432334341,-0.109909302325581
"1036",1036,3372750000,125035000,0.048,3803370000,99632700,0.0423421,"D100-E0-F1-cod",11,"D100","E0","F1","cod",36,"D100-E0-F1-cod-11",0.127676228596842,-0.203161514775863,-0.117872916666667
"1037",1037,3249880000,116586000,0.053,3693420000,149043000,0.0465025,"D100-E0-F1-cod",11,"D100","E0","F1","cod",37,"D100-E0-F1-cod-11",0.136478885374229,0.278395347640368,-0.122594339622641
"1038",1038,3124520000,133246000,0.058,3549110000,110962000,0.0511097,"D100-E0-F1-cod",11,"D100","E0","F1","cod",38,"D100-E0-F1-cod-11",0.13588967265372,-0.167239541899944,-0.118798275862069
"1039",1039,3000310000,131047000,0.063,3386950000,87154400,0.0559389,"D100-E0-F1-cod",11,"D100","E0","F1","cod",39,"D100-E0-F1-cod-11",0.12886668377601,-0.334937846726747,-0.112080952380952
"1040",1040,2879730000,141678000,0.067,3234060000,152705000,0.0598274,"D100-E0-F1-cod",11,"D100","E0","F1","cod",40,"D100-E0-F1-cod-11",0.123042785261118,0.0778314205451799,-0.107053731343284
"1041",1041,2775350000,108747000,0.072,3069240000,119339000,0.0655904,"D100-E0-F1-cod",11,"D100","E0","F1","cod",41,"D100-E0-F1-cod-11",0.105892950438683,0.097400388056682,-0.0890222222222223
"1042",1042,2683980000,128560000,0.077,2901660000,121586000,0.0719008,"D100-E0-F1-cod",11,"D100","E0","F1","cod",42,"D100-E0-F1-cod-11",0.0811034359421456,-0.054247044181705,-0.0662233766233766
"1043",1043,2599580000,118759000,0.082,2762230000,114426000,0.077706,"D100-E0-F1-cod",11,"D100","E0","F1","cod",43,"D100-E0-F1-cod-11",0.0625677994137515,-0.0364856558239797,-0.0523658536585367
"1044",1044,2508370000,122820000,0.087,2630380000,120975000,0.0833848,"D100-E0-F1-cod",11,"D100","E0","F1","cod",44,"D100-E0-F1-cod-11",0.0486411494317027,-0.0150219833903273,-0.0415540229885057
"1045",1045,2420610000,115829000,0.092,2507600000,112355000,0.0892164,"D100-E0-F1-cod",11,"D100","E0","F1","cod",45,"D100-E0-F1-cod-11",0.035937222435667,-0.0299924889276433,-0.0302565217391304
"1046",1046,2331420000,123882000,0.096,2389940000,126052000,0.0940265,"D100-E0-F1-cod",11,"D100","E0","F1","cod",46,"D100-E0-F1-cod-11",0.0251005824776317,0.017516669088326,-0.0205572916666667
"1047",1047,2245570000,97739400,0.101,2281220000,93354800,0.0997737,"D100-E0-F1-cod",11,"D100","E0","F1","cod",47,"D100-E0-F1-cod-11",0.0158757019375927,-0.0448601075922299,-0.0121415841584158
"1048",1048,2160530000,122904000,0.106,2178100000,113485000,0.105435,"D100-E0-F1-cod",11,"D100","E0","F1","cod",48,"D100-E0-F1-cod-11",0.00813226384266823,-0.0766370500553277,-0.00533018867924525
"1049",1049,2074870000,117478000,0.111,2079910000,123905000,0.110996,"D100-E0-F1-cod",11,"D100","E0","F1","cod",49,"D100-E0-F1-cod-11",0.0024290678452144,0.0547081155620627,-3.60360360360721e-05
"1050",1050,1984060000,116387000,0.116,1974910000,114589000,0.116898,"D100-E0-F1-cod",11,"D100","E0","F1","cod",50,"D100-E0-F1-cod-11",-0.00461175569287219,-0.0154484607387423,0.00774137931034479
"1051",1051,1904230000,112217000,0.121,1881850000,111902000,0.122759,"D100-E0-F1-cod",11,"D100","E0","F1","cod",51,"D100-E0-F1-cod-11",-0.0117527819643635,-0.00280706131869503,0.0145371900826446
"1052",1052,1830420000,110601000,0.125,1802390000,117029000,0.127113,"D100-E0-F1-cod",11,"D100","E0","F1","cod",52,"D100-E0-F1-cod-11",-0.0153134253340763,0.0581188235187747,0.016904
"1053",1053,1763130000,105892000,0.13,1731180000,108721000,0.132519,"D100-E0-F1-cod",11,"D100","E0","F1","cod",53,"D100-E0-F1-cod-11",-0.0181211822157186,0.0267158992180712,0.019376923076923
"1054",1054,1697690000,109433000,0.135,1665750000,109690000,0.137555,"D100-E0-F1-cod",11,"D100","E0","F1","cod",54,"D100-E0-F1-cod-11",-0.0188137999281376,0.00234846892619228,0.0189259259259259
"1055",1055,1632660000,107528000,0.14,1606090000,111031000,0.142108,"D100-E0-F1-cod",11,"D100","E0","F1","cod",55,"D100-E0-F1-cod-11",-0.0162740558352627,0.0325775611933636,0.0150571428571428
"1056",1056,1567970000,111598000,0.145,1547640000,104883000,0.146649,"D100-E0-F1-cod",11,"D100","E0","F1","cod",56,"D100-E0-F1-cod-11",-0.0129658092948207,-0.060171329235291,0.0113724137931035
"1057",1057,1506700000,108414000,0.149,1492470000,109047000,0.150137,"D100-E0-F1-cod",11,"D100","E0","F1","cod",57,"D100-E0-F1-cod-11",-0.00944448131678503,0.00583872931540207,0.00763087248322147
"1058",1058,1451030000,108746000,0.154,1441310000,109086000,0.15488,"D100-E0-F1-cod",11,"D100","E0","F1","cod",58,"D100-E0-F1-cod-11",-0.00669868989614274,0.00312655178121494,0.00571428571428566
"1059",1059,1400930000,106141000,0.159,1390730000,104577000,0.160174,"D100-E0-F1-cod",11,"D100","E0","F1","cod",59,"D100-E0-F1-cod-11",-0.00728087770266894,-0.0147351164959818,0.00738364779874219
"1060",1060,1354100000,105564000,0.164,1343700000,109714000,0.165266,"D100-E0-F1-cod",11,"D100","E0","F1","cod",60,"D100-E0-F1-cod-11",-0.00768037811092238,0.0393126444621272,0.00771951219512189
"1061",1061,1309960000,106079000,0.169,1299080000,109011000,0.170426,"D100-E0-F1-cod",11,"D100","E0","F1","cod",61,"D100-E0-F1-cod-11",-0.00830559711746924,0.0276397779013754,0.0084378698224851
"1062",1062,1266940000,96655600,0.174,1256160000,88448500,0.175396,"D100-E0-F1-cod",11,"D100","E0","F1","cod",62,"D100-E0-F1-cod-11",-0.008508690230003,-0.084910755300262,0.00802298850574718
"1063",1063,1225550000,103245000,0.178,1218270000,100939000,0.178761,"D100-E0-F1-cod",11,"D100","E0","F1","cod",63,"D100-E0-F1-cod-11",-0.00594019011872221,-0.0223352220446511,0.00427528089887647
"1064",1064,1184950000,103126000,0.183,1179990000,107698000,0.183683,"D100-E0-F1-cod",11,"D100","E0","F1","cod",64,"D100-E0-F1-cod-11",-0.0041858306257648,0.0443341155479704,0.00373224043715856
"1065",1065,1142310000,98916900,0.188,1133760000,96716300,0.189663,"D100-E0-F1-cod",11,"D100","E0","F1","cod",65,"D100-E0-F1-cod-11",-0.007484833363973,-0.0222469567889815,0.00884574468085105
"1066",1066,1103410000,91097000,0.188,1092250000,88496700,0.19001,"D100-E0-F1-cod",11,"D100","E0","F1","cod",66,"D100-E0-F1-cod-11",-0.0101141008328726,-0.0285442989341032,0.0106914893617022
"1067",1067,1071740000,90088200,0.185,1060950000,93931800,0.186827,"D100-E0-F1-cod",11,"D100","E0","F1","cod",67,"D100-E0-F1-cod-11",-0.0100677403101499,0.0426648551086602,0.00987567567567565
"1068",1068,1045470000,96201300,0.181,1033570000,94070500,0.183149,"D100-E0-F1-cod",11,"D100","E0","F1","cod",68,"D100-E0-F1-cod-11",-0.0113824404334892,-0.0221493888336228,0.0118729281767956
"1069",1069,1021960000,91248500,0.178,1009210000,92650300,0.180232,"D100-E0-F1-cod",11,"D100","E0","F1","cod",69,"D100-E0-F1-cod-11",-0.0124760264589612,0.0153624443141531,0.0125393258426967
"1070",1070,1003240000,93183200,0.175,991602000,91677000,0.176938,"D100-E0-F1-cod",11,"D100","E0","F1","cod",70,"D100-E0-F1-cod-11",-0.0116004146565129,-0.0161638578627907,0.0110742857142858
"1071",1071,991332000,93743200,0.171,980189000,98738400,0.172823,"D100-E0-F1-cod",11,"D100","E0","F1","cod",71,"D100-E0-F1-cod-11",-0.0112404320651406,0.0532859983444132,0.0106608187134502
"1072",1072,984310000,88367900,0.168,974288000,90059800,0.169596,"D100-E0-F1-cod",11,"D100","E0","F1","cod",72,"D100-E0-F1-cod-11",-0.0101817516839207,0.0191460926422377,0.00949999999999992
"1073",1073,982464000,94993900,0.165,974094000,94980000,0.16615,"D100-E0-F1-cod",11,"D100","E0","F1","cod",73,"D100-E0-F1-cod-11",-0.00851939613054524,-0.000146325185090832,0.00696969696969687
"1074",1074,983525000,93340700,0.161,979982000,91377400,0.161161,"D100-E0-F1-cod",11,"D100","E0","F1","cod",74,"D100-E0-F1-cod-11",-0.00360234869474594,-0.0210336969832024,0.000999999999999966
"1075",1075,987255000,99833000,0.158,988293000,97687500,0.157448,"D100-E0-F1-cod",11,"D100","E0","F1","cod",75,"D100-E0-F1-cod-11",0.00105140009420059,-0.0214908897859425,-0.00349367088607593
"1076",1076,995700000,88472100,0.154,999664000,83575200,0.153162,"D100-E0-F1-cod",11,"D100","E0","F1","cod",76,"D100-E0-F1-cod-11",0.00398111881088681,-0.0553496526023458,-0.00544155844155848
"1077",1077,1009280000,93730300,0.151,1013500000,95512100,0.150317,"D100-E0-F1-cod",11,"D100","E0","F1","cod",77,"D100-E0-F1-cod-11",0.00418119847812302,0.019009861272182,-0.00452317880794695
"1078",1078,1025880000,93982300,0.148,1027620000,95917600,0.147908,"D100-E0-F1-cod",11,"D100","E0","F1","cod",78,"D100-E0-F1-cod-11",0.00169610480757983,0.0205921753351429,-0.000621621621621493
"1079",1079,1039790000,88140200,0.144,1037060000,80539300,0.144565,"D100-E0-F1-cod",11,"D100","E0","F1","cod",79,"D100-E0-F1-cod-11",-0.00262553015512748,-0.0862364732551095,0.00392361111111118
"1080",1080,1.056e+09,96149200,0.141,1051390000,103082000,0.141646,"D100-E0-F1-cod",11,"D100","E0","F1","cod",80,"D100-E0-F1-cod-11",-0.0043655303030303,0.0721046040944699,0.004581560283688
"1081",1081,1071240000,93862100,0.138,1064530000,89115900,0.138993,"D100-E0-F1-cod",11,"D100","E0","F1","cod",81,"D100-E0-F1-cod-11",-0.00626376909002651,-0.0505656702758621,0.007195652173913
"1082",1082,1085350000,90423300,0.134,1074950000,94625400,0.135361,"D100-E0-F1-cod",11,"D100","E0","F1","cod",82,"D100-E0-F1-cod-11",-0.00958216243608053,0.0464714293771627,0.0101567164179105
"1083",1083,1103620000,98997100,0.131,1093440000,99558000,0.132188,"D100-E0-F1-cod",11,"D100","E0","F1","cod",83,"D100-E0-F1-cod-11",-0.00922418948551132,0.00566582253419545,0.00906870229007629
"1084",1084,1121700000,98269700,0.128,1110600000,94258400,0.129229,"D100-E0-F1-cod",11,"D100","E0","F1","cod",84,"D100-E0-F1-cod-11",-0.00989569403583846,-0.040819296283595,0.00960156250000006
"1085",1085,1140570000,94355000,0.124,1131580000,90846600,0.124832,"D100-E0-F1-cod",11,"D100","E0","F1","cod",85,"D100-E0-F1-cod-11",-0.00788202390033054,-0.0371829791743946,0.00670967741935483
"1086",1086,1165350000,96410400,0.121,1157460000,88219100,0.121755,"D100-E0-F1-cod",11,"D100","E0","F1","cod",86,"D100-E0-F1-cod-11",-0.00677049813360793,-0.084962825587281,0.00623966942148765
"1087",1087,1191510000,105729000,0.118,1181470000,114553000,0.119094,"D100-E0-F1-cod",11,"D100","E0","F1","cod",87,"D100-E0-F1-cod-11",-0.00842628261617611,0.0834586537279271,0.00927118644067807
"1088",1088,1216980000,101302000,0.114,1200890000,100908000,0.115793,"D100-E0-F1-cod",11,"D100","E0","F1","cod",88,"D100-E0-F1-cod-11",-0.0132212526089172,-0.0038893605259521,0.0157280701754385
"1089",1089,1246570000,111943000,0.111,1223550000,115870000,0.113238,"D100-E0-F1-cod",11,"D100","E0","F1","cod",89,"D100-E0-F1-cod-11",-0.0184666725494758,0.0350803533941381,0.0201621621621622
"1090",1090,1281260000,103904000,0.108,1258430000,101678000,0.109889,"D100-E0-F1-cod",11,"D100","E0","F1","cod",90,"D100-E0-F1-cod-11",-0.0178183975149462,-0.0214236218047428,0.0174907407407408
"1091",1091,1319560000,100859000,0.104,1298580000,106412000,0.105515,"D100-E0-F1-cod",11,"D100","E0","F1","cod",91,"D100-E0-F1-cod-11",-0.0158992391403195,0.0550570598558384,0.0145673076923077
"1092",1092,1364410000,108055000,0.101,1347590000,103585000,0.102086,"D100-E0-F1-cod",11,"D100","E0","F1","cod",92,"D100-E0-F1-cod-11",-0.0123276727669835,-0.0413678219425293,0.0107524752475247
"1093",1093,1406590000,95917100,0.097,1393610000,89973400,0.0977362,"D100-E0-F1-cod",11,"D100","E0","F1","cod",93,"D100-E0-F1-cod-11",-0.00922799109904094,-0.0619670527987189,0.00758969072164941
"1094",1094,1447910000,106793000,0.094,1439520000,108519000,0.0944254,"D100-E0-F1-cod",11,"D100","E0","F1","cod",94,"D100-E0-F1-cod-11",-0.00579455905408485,0.0161621080033336,0.00452553191489368
"1095",1095,1487050000,108562000,0.091,1477640000,105854000,0.0916226,"D100-E0-F1-cod",11,"D100","E0","F1","cod",95,"D100-E0-F1-cod-11",-0.00632796476244914,-0.0249442714762071,0.00684175824175825
"1096",1096,1520710000,106801000,0.087,1506790000,100653000,0.0878974,"D100-E0-F1-cod",11,"D100","E0","F1","cod",96,"D100-E0-F1-cod-11",-0.00915361903321475,-0.0575650040729956,0.0103149425287357
"1097",1097,1558340000,108109000,0.084,1540560000,109671000,0.0850501,"D100-E0-F1-cod",11,"D100","E0","F1","cod",97,"D100-E0-F1-cod-11",-0.0114095768574252,0.0144483808008584,0.0125011904761905
"1098",1098,1597890000,112422000,0.081,1573900000,116560000,0.0823619,"D100-E0-F1-cod",11,"D100","E0","F1","cod",98,"D100-E0-F1-cod-11",-0.0150135491178992,0.0368077422568536,0.0168135802469136
"1099",1099,1638410000,107731000,0.077,1606900000,119982000,0.078625,"D100-E0-F1-cod",11,"D100","E0","F1","cod",99,"D100-E0-F1-cod-11",-0.0192320603511941,0.113718428307544,0.0211038961038961
"1100",1100,1682990000,97887000,0.074,1648150000,118651000,0.075571,"D100-E0-F1-cod",11,"D100","E0","F1","cod",100,"D100-E0-F1-cod-11",-0.0207012519385142,0.212122140835862,0.0212297297297298
