"","X","SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50._Fem_om","Mat_slope_Fem_om","Eggs.kg_inter_Fem_om","Eggs.kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1Fishery_om","LnQ_base_1_Fishery_om","LnQ_base_2_Survey_om","LnQ_base_3_CPUE_om","SizeSel_1P_1_Fishery_om","SizeSel_1P_2_Fishery_om","SizeSel_1P_3_Fishery_om","SizeSel_1P_4_Fishery_om","SizeSel_1P_5_Fishery_om","SizeSel_1P_6_Fishery_om","SizeSel_2P_1_Survey_om","SizeSel_2P_2_Survey_om","SizeSel_2P_3_Survey_om","SizeSel_2P_4_Survey_om","SizeSel_2P_5_Survey_om","SizeSel_2P_6_Survey_om","Catch_endyear_om","NLL_TOTAL_om","NLL_Catch_om","NLL_Equil_catch_om","NLL_Survey_om","NLL_Discard_om","NLL_Mean_body_wt_om","NLL_Length_comp_om","NLL_Age_comp_om","NLL_Size_at_age_om","NLL_SizeFreq_om","NLL_Morphcomp_om","NLL_Tag_comp_om","NLL_Tag_negbin_om","NLL_Recruitment_om","NLL_Forecast_Recruitment_om","NLL_Parm_priors_om","NLL_Parm_softbounds_om","NLL_Parm_devs_om","NLL_Crash_Pen_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","params_on_bound_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50._Fem_em","Mat_slope_Fem_em","Eggs.kg_inter_Fem_em","Eggs.kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1Fishery_em","LnQ_base_1_Fishery_em","LnQ_base_2_Survey_em","LnQ_base_3_CPUE_em","SizeSel_1P_1_Fishery_em","SizeSel_1P_2_Fishery_em","SizeSel_1P_3_Fishery_em","SizeSel_1P_4_Fishery_em","SizeSel_1P_5_Fishery_em","SizeSel_1P_6_Fishery_em","SizeSel_2P_1_Survey_em","SizeSel_2P_2_Survey_em","SizeSel_2P_3_Survey_em","SizeSel_2P_4_Survey_em","SizeSel_2P_5_Survey_em","SizeSel_2P_6_Survey_em","Catch_endyear_em","NLL_TOTAL_em","NLL_Catch_em","NLL_Equil_catch_em","NLL_Survey_em","NLL_Discard_em","NLL_Mean_body_wt_em","NLL_Length_comp_em","NLL_Age_comp_em","NLL_Size_at_age_em","NLL_SizeFreq_em","NLL_Morphcomp_em","NLL_Tag_comp_em","NLL_Tag_negbin_em","NLL_Recruitment_em","NLL_Forecast_Recruitment_em","NLL_Parm_priors_em","NLL_Parm_softbounds_em","NLL_Parm_devs_em","NLL_Crash_Pen_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","B","D","E","F","I","species","max_grad","version","RunTime","hessian","ID","SSB_MSY_re","TotYield_MSY_re","SSB_Unfished_re","depletion_re","params_on_bound_re","NatM_p_1_Fem_GP_1_re","L_at_Amin_Fem_GP_1_re","L_at_Amax_Fem_GP_1_re","VonBert_K_Fem_GP_1_re","CV_young_Fem_GP_1_re","CV_old_Fem_GP_1_re","Wtlen_1_Fem_re","Wtlen_2_Fem_re","Mat50._Fem_re","Mat_slope_Fem_re","Eggs.kg_inter_Fem_re","Eggs.kg_slope_wt_Fem_re","RecrDist_GP_1_re","RecrDist_Area_1_re","RecrDist_Seas_1_re","CohortGrowDev_re","SR_LN_R0_re","SR_BH_steep_re","SR_sigmaR_re","SR_envlink_re","SR_R1_offset_re","SR_autocorr_re","InitF_1Fishery_re","LnQ_base_1_Fishery_re","LnQ_base_2_Survey_re","LnQ_base_3_CPUE_re","SizeSel_1P_1_Fishery_re","SizeSel_1P_2_Fishery_re","SizeSel_1P_3_Fishery_re","SizeSel_1P_4_Fishery_re","SizeSel_1P_5_Fishery_re","SizeSel_1P_6_Fishery_re","SizeSel_2P_1_Survey_re","SizeSel_2P_2_Survey_re","SizeSel_2P_3_Survey_re","SizeSel_2P_4_Survey_re","SizeSel_2P_5_Survey_re","SizeSel_2P_6_Survey_re","Catch_endyear_re"
"26",26,1417700000,164180000,4084110000,0.394585356417922,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121424000,783.41,0.0071253,0,-41.8454,NA,NA,308.6,515.235,NA,NA,NA,NA,NA,1.16374,0,0,0,0,0,1581850000,181726000,4556040000,0.359004749738808,1,0.2,19.6506,134.922,0.193041,0.0733284,0.103468,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7764,0.65,0.4,0,0,0,0,0,-0.0226071,0,54.5777,-3,5.5881,15,-999,-999,29.9997,-4,-3.7772,14,-99,99,121424000,342.72,5.41519e-13,0,-113.84,NA,NA,159.903,365.595,NA,NA,NA,NA,NA,-69.236,0,0.291956,0.00583912,0,0,NA,NA,NA,NA,NA,NA,NA,"B2-D100-E0-F1-I0-cos",11,"B2","D100","E0","F1","I0","cos",0.0153428,"#V3.24O",0.266666666666667,FALSE,"B2-D100-E0-F1-I0-cos-11",0.115786132468082,0.106870507979047,0.115552715279461,-0.0901721417188859,Inf,0,-0.01747,0.0221363636363636,-0.0347950000000001,-0.266716,0.03468,0,0,0,0,0,NA,NA,NA,NA,0,0.00408556149732618,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0743641732283465,0,0.0957058823529412,0,0,0,-0.282303827751196,0,-1.72638461538462,0,0,0,0
"27",27,1417700000,164180000,4084110000,0.399822727595486,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,122607000,785.156,0.00710616,0,-41.8454,NA,NA,309.505,516.398,NA,NA,NA,NA,NA,0.841198,0,0,0,0,0,1526810000,183622000,4439360000,0.365964913861458,1,0.2,10.9558,127.455,0.233961,0.0100004,0.129046,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.8113,0.65,0.4,0,0,0,0,0,-0.0385601,0,54.8599,-3,5.62814,15,-999,-999,29.9997,-4,-3.51335,14,-99,99,122607000,300.576,4.54103e-13,0,-111.074,NA,NA,145.311,336.004,NA,NA,NA,NA,NA,-69.9226,0,0.252925,0.0050585,0,0,NA,NA,NA,NA,NA,NA,NA,"B2-D100-E0-F1-I0-cos",12,"B2","D100","E0","F1","I0","cos",0.188346,"#V3.24O",0.416666666666667,FALSE,"B2-D100-E0-F1-I0-cos-12",0.0769626860407703,0.11841880862468,0.08698345539175,-0.0846820638177504,Inf,0,-0.45221,-0.0344318181818182,0.169805,-0.899996,0.29046,0,0,0,0,0,NA,NA,NA,NA,0,0.00595187165775401,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0799192913385828,0,0.103556862745098,0,0,0,-0.282303827751196,0,-1.67564423076923,0,0,0,0
"28",28,1417700000,164180000,4084110000,0.392592266124076,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120481000,783.411,0.00710836,0,-41.8454,NA,NA,308.937,515.455,NA,NA,NA,NA,NA,0.606739,0,0,0,0,0,1534880000,182616000,4425090000,0.366342831445236,0,0.2,17.9998,128.53,0.217616,0.0956955,0.123337,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7756,0.65,0.4,0,0,0,0,0,-0.0133531,0,54.2429,-3,5.57303,15,-999,-999,29.9997,-4,-3.33975,14,-99,99,120481000,305.612,6.33009e-13,0,-112.873,NA,NA,144.707,343.564,NA,NA,NA,NA,NA,-70.0299,0,0.23886,0.00477721,0,0,NA,NA,NA,NA,NA,NA,NA,"B2-D100-E0-F1-I0-cos",13,"B2","D100","E0","F1","I0","cos",0.0179488,"#V3.24O",0.3,FALSE,"B2-D100-E0-F1-I0-cos-13",0.082655004584891,0.112291387501523,0.083489426092833,-0.0668618231785138,NA,0,-0.10001,-0.0262878787878788,0.08808,-0.043045,0.23337,0,0,0,0,0,NA,NA,NA,NA,0,0.00404278074866318,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0677736220472441,0,0.092750980392157,0,0,0,-0.282303827751196,0,-1.64225961538462,0,0,0,0
"29",29,1417700000,164180000,4084110000,0.395956524187644,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121693000,783.846,0.00714008,0,-41.8454,NA,NA,309.004,515.621,NA,NA,NA,NA,NA,0.808699,0,0,0,0,0,4491930000,0,4491930000,NA,0,0.2,27.5165,132,0.197938,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7216,0.65,0.4,0,0,0,0,0,0,0,47.6726,-3,5.1,15,-999,-999,29.9885,-4,5.2,14,-99,99,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.9209,0,0.135464,0.00270928,0,0,NA,NA,NA,NA,NA,NA,NA,"B2-D100-E0-F1-I0-cos",14,"B2","D100","E0","F1","I0","cos",0,"#V3.24O",0.0666666666666667,FALSE,"B2-D100-E0-F1-I0-cos-14",2.1684630034563,-1,0.0998552928300168,NA,NA,0,0.375825,0,-0.01031,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0.00115508021390371,0,0,NA,NA,NA,NA,NA,NA,NA,-0.0615629921259841,0,0,0,0,0,-0.282571770334928,0,0,0,0,0,NA
"30",30,1417700000,164180000,4084110000,0.39827036979905,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121927000,785.289,0.00707569,0,-41.8454,NA,NA,309.457,516.744,NA,NA,NA,NA,NA,0.676384,0,0,0,0,0,1549470000,182299000,4479820000,0.355387046800988,0,0.2,16.9843,131.425,0.207736,0.0641494,0.116073,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7879,0.65,0.4,0,0,0,0,0,0.0226946,0,55.6991,-3,5.68464,15,-999,-999,30.005,-4,4.92968,14,-99,99,121927000,356.928,8.12631e-13,0,-108.281,NA,NA,139.646,395.077,NA,NA,NA,NA,NA,-69.6411,0,0.123867,0.00247734,0,0,NA,NA,NA,NA,NA,NA,NA,"B2-D100-E0-F1-I0-cos",15,"B2","D100","E0","F1","I0","cos",0.0121075,"#V3.24O",0.4,FALSE,"B2-D100-E0-F1-I0-cos-15",0.0929463215066657,0.110360579851383,0.0968901425279926,-0.10767389755783,NA,0,-0.150785,-0.00435606060606052,0.03868,-0.358506,0.16073,0,0,0,0,0,NA,NA,NA,NA,0,0.00470053475935835,0,0,NA,NA,NA,NA,NA,Inf,NA,0.0964389763779528,0,0.114635294117647,0,0,0,-0.282177033492823,0,-0.0519846153846154,0,0,0,0
"31",31,1417800000,164206000,4084470000,0.384380348001087,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,117870000,800.154,1.01415e-06,0,-41.8454,NA,NA,327.551,513.389,NA,NA,NA,NA,NA,0.809811,0,0,0,0,0,1555550000,179562000,4480040000,0.353436576459139,0,0.2,20.2095,132.642,0.19793,0.0967631,0.10719,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7831,0.65,0.4,0,0,0,0,0,-0.00325589,0,51.4427,-3,5.17026,15,-999,-999,44.4813,-4,5.75766,14,-99,99,117870000,1816.17,7.99925e-13,0,-112.364,NA,NA,1624.28,373.683,NA,NA,NA,NA,NA,-69.5189,0,0.0879557,0.00175911,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",1,"B0","D100","E0","F1","I1","cos",0.00316675,"#V3.24O",0.433333333333333,FALSE,"B0-D100-E0-F1-I1-cos-1",0.0971575680631965,0.0935166802674689,0.0968473265809273,-0.0805030010063378,NA,0,0.0104749999999999,0.00486363636363633,-0.0103500000000001,-0.032369,0.0718999999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00444385026737977,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0126515748031497,0,0.0137764705882353,0,0,0,0.0641459330143541,0,0.107242307692308,0,0,0,0
"32",32,1417800000,164206000,4084470000,0.386764990316981,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,118693000,801.435,1.4342e-06,0,-41.8454,NA,NA,328.288,513.9,NA,NA,NA,NA,NA,0.843262,0,0,0,0,0,1549260000,179748000,4464120000,0.355386951963657,0,0.2,19.8651,131.761,0.200464,0.10006,0.106202,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7901,0.65,0.4,0,0,0,0,0,-0.00669107,0,51.5382,-3,5.19651,15,-999,-999,40.4094,-4,4.92553,14,-99,99,118693000,1828.65,6.75566e-13,0,-111.531,NA,NA,1643.76,366.272,NA,NA,NA,NA,NA,-69.9497,0,0.0978865,0.00195773,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",2,"B0","D100","E0","F1","I1","cos",0.0165787,"#V3.24O",0.433333333333333,FALSE,"B0-D100-E0-F1-I1-cos-2",0.092721117223868,0.0946494037976688,0.0929496360604925,-0.0811294691580216,NA,0,-0.00674499999999991,-0.00181060606060609,0.00231999999999996,0.000599999999999906,0.06202,0,0,0,0,0,NA,NA,NA,NA,0,0.0048181818181818,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0145314960629922,0,0.0189235294117648,0,0,0,-0.033267942583732,0,-0.0527826923076923,0,0,0,0
"33",33,1417800000,164206000,4084470000,0.396328042561214,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,121535000,803.146,1.41238e-06,0,-41.8454,NA,NA,328.701,515.452,NA,NA,NA,NA,NA,0.588077,0,0,0,0,0,1549800000,178687000,4463620000,0.365530667933202,0,0.2,20.1286,132.596,0.196797,0.100513,0.0951065,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7921,0.65,0.4,0,0,0,0,0,-0.0214206,0,50.8818,-3,5.1098,15,-999,-999,42.1738,-4,5.22997,14,-99,99,121535000,1777.97,5.44243e-13,0,-111.307,NA,NA,1587.85,370.661,NA,NA,NA,NA,NA,-69.3327,0,0.0945289,0.00189058,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",3,"B0","D100","E0","F1","I1","cos",0.00705502,"#V3.24O",0.466666666666667,FALSE,"B0-D100-E0-F1-I1-cos-3",0.0931019889970377,0.0881880077463674,0.0928272211572126,-0.0777067765101564,NA,0,0.00642999999999994,0.00451515151515154,-0.0160150000000001,0.00513,-0.0489350000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00492513368983968,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.00161023622047246,0,0.00192156862745103,0,0,0,0.00894258373205748,0,0.00576346153846146,0,0,0,0
"34",34,1417800000,164206000,4084470000,0.388415143213195,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,119244000,804.235,1.69815e-06,0,-41.8454,NA,NA,329.065,516.029,NA,NA,NA,NA,NA,0.735483,0,0,0,0,0,1565840000,180142000,4508340000,0.349634233442908,0,0.2,20.1898,133.117,0.196207,0.101402,0.095619,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7925,0.65,0.4,0,0,0,0,0,0.00996045,0,50.7726,-3,5.09826,15,-999,-999,43.2086,-4,5.5387,14,-99,99,119244000,1751.79,8.21593e-13,0,-110.371,NA,NA,1557.65,373.839,NA,NA,NA,NA,NA,-69.4251,0,0.0919054,0.00183811,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",4,"B0","D100","E0","F1","I1","cos",0.00956892,"#V3.24O",0.466666666666667,FALSE,"B0-D100-E0-F1-I1-cos-4",0.104415291296375,0.0970488289100277,0.103776010106574,-0.0998439696492491,NA,0,0.00949000000000009,0.00846212121212114,-0.0189650000000001,0.01402,-0.0438100000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00494652406417118,0,0,NA,NA,NA,NA,NA,Inf,NA,-0.000539370078740159,0,-0.000341176470588206,0,0,0,0.0336985645933014,0,0.0651346153846154,0,0,0,0
"35",35,1417800000,164206000,4084470000,0.389056597306382,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,119590000,804.158,1.41683e-06,0,-41.8454,NA,NA,329.022,515.98,NA,NA,NA,NA,NA,0.750332,0,0,0,0,0,1552850000,180154000,4475130000,0.361772730624585,0,0.2,19.9944,131.921,0.199596,0.10098,0.0996577,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7951,0.65,0.4,0,0,0,0,0,-0.0171467,0,51.4785,-3,5.17434,15,-999,-999,41.1496,-4,5.05829,14,-99,99,119590000,1842.66,5.59372e-13,0,-114.616,NA,NA,1667.18,359.564,NA,NA,NA,NA,NA,-69.5683,0,0.0960772,0.00192154,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",5,"B0","D100","E0","F1","I1","cos",0.00966578,"#V3.24O",0.45,FALSE,"B0-D100-E0-F1-I1-cos-5",0.095253209197348,0.0971219078474599,0.0956452122307178,-0.0701282714923633,NA,0,-0.000280000000000058,-0.000598484848484907,-0.00202000000000008,0.00979999999999995,-0.00342300000000004,0,0,0,0,0,NA,NA,NA,NA,0,0.00508556149732632,0,0,NA,NA,NA,NA,NA,-Inf,NA,0.0133562992125984,0,0.0145764705882354,0,0,0,-0.0155598086124401,0,-0.027251923076923,0,0,0,0
"36",36,1417800000,164206000,4084470000,0.397561984786276,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,122019000,804.825,1.55494e-06,0,-41.8454,NA,NA,329.133,516.488,NA,NA,NA,NA,NA,0.799396,0,0,0,0,0,1558130000,179898000,4485980000,0.36947556609704,0,0.2,19.8519,132.534,0.200014,0.101554,0.102593,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7816,0.65,0.4,0,0,0,0,0,-0.0166774,0,50.4807,-3,5.08315,15,-999,-999,40.744,-4,4.95847,14,-99,99,122019000,1812.9,6.61353e-13,0,-112.798,NA,NA,1627.72,367.513,NA,NA,NA,NA,NA,-69.6353,0,0.0988513,0.00197703,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",6,"B0","D100","E0","F1","I1","cos",0.0529054,"#V3.24O",0.466666666666667,FALSE,"B0-D100-E0-F1-I1-cos-6",0.0989772887572295,0.0955628905155719,0.0983016156318935,-0.0706466406850617,NA,0,-0.00740499999999997,0.00404545454545448,6.99999999999312e-05,0.01554,0.02593,0,0,0,0,0,NA,NA,NA,NA,0,0.00436363636363645,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.00628543307086611,0,-0.00330392156862741,0,0,0,-0.0252631578947368,0,-0.0464480769230769,0,0,0,0
"37",37,1417800000,164206000,4084470000,0.377664666407147,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,115846000,799.55,1.1817e-06,0,-41.8454,NA,NA,327.681,512.826,NA,NA,NA,NA,NA,0.638528,0,0,0,0,0,1512750000,173674000,4354310000,0.351033803289155,0,0.2,20.0208,133.777,0.195381,0.0997459,0.0974304,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7481,0.65,0.4,0,0,0,0,0,0.00573939,0,51.1242,-3,5.13234,15,-999,-999,40.0082,-4,4.79915,14,-99,99,115846000,1822.38,9.56613e-13,0,-110.376,NA,NA,1661.85,339.117,NA,NA,NA,NA,NA,-68.3179,0,0.0998969,0.00199794,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",7,"B0","D100","E0","F1","I1","cos",0.0291135,"#V3.24O",0.483333333333333,FALSE,"B0-D100-E0-F1-I1-cos-7",0.0669699534490055,0.057659281634045,0.0660648750021423,-0.0705145741362053,NA,0,0.00104000000000006,0.0134621212121211,-0.0230950000000001,-0.00254100000000007,-0.0256960000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00257219251336907,0,0,NA,NA,NA,NA,NA,Inf,NA,0.00638188976377962,0,0.00634117647058833,0,0,0,-0.0428660287081339,0,-0.0770865384615385,0,0,0,0
"38",38,1417800000,164206000,4084470000,0.394386542195193,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120927000,804.206,1.52473e-06,0,-41.8454,NA,NA,329.04,515.909,NA,NA,NA,NA,NA,0.852599,0,0,0,0,0,1557500000,180451000,4487480000,0.36240384358259,0,0.2,20.0558,131.751,0.199903,0.10116,0.0992376,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7998,0.65,0.4,0,0,0,0,0,-0.0115203,0,50.5288,-3,5.06679,15,-999,-999,43.0482,-4,5.59203,14,-99,99,120927000,1851.9,7.05446e-13,0,-109.996,NA,NA,1685.25,346.037,NA,NA,NA,NA,NA,-69.48,0,0.09249,0.0018498,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",8,"B0","D100","E0","F1","I1","cos",0.000350162,"#V3.24O",0.45,FALSE,"B0-D100-E0-F1-I1-cos-8",0.0985329383551982,0.0989306115489081,0.0986688603417334,-0.0810948021567477,NA,0,0.00279000000000007,-0.0018863636363636,-0.000485000000000069,0.0115999999999999,-0.0076240000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00533689839572203,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.00533858267716536,0,-0.00651176470588226,0,0,0,0.0298612440191389,0,0.0753903846153846,0,0,0,0
"39",39,1417800000,164206000,4084470000,0.391446136218408,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,120098000,803.452,1.72163e-06,0,-41.8454,NA,NA,328.67,515.616,NA,NA,NA,NA,NA,0.760995,0,0,0,0,0,1572560000,181011000,4528660000,0.353117699275282,0,0.2,20.2878,133.383,0.195584,0.102386,0.0990217,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7915,0.65,0.4,0,0,0,0,0,0.011644,0,51.0928,-3,5.11432,15,-999,-999,46.4672,-4,6.24838,14,-99,99,120098000,1784.15,8.33496e-13,0,-109.13,NA,NA,1616.9,346.442,NA,NA,NA,NA,NA,-70.1476,0,0.0841775,0.00168355,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",9,"B0","D100","E0","F1","I1","cos",4.33091e-05,"#V3.24O",0.433333333333333,FALSE,"B0-D100-E0-F1-I1-cos-9",0.109155028918042,0.102340961962413,0.108750951775873,-0.0979149706608436,NA,0,0.01439,0.0104772727272728,-0.02208,0.02386,-0.00978300000000001,0,0,0,0,0,NA,NA,NA,NA,0,0.00489304812834224,0,0,NA,NA,NA,NA,NA,Inf,NA,0.00576377952755905,0,0.00280784313725501,0,0,0,0.111655502392345,0,0.201611538461538,0,0,0,0
"40",40,1417800000,164206000,4084470000,0.386845784153146,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,118786000,801.111,1.30395e-06,0,-41.8454,NA,NA,328.068,513.888,NA,NA,NA,NA,NA,0.750721,0,0,0,0,0,1555170000,179916000,4480080000,0.352643256370422,0,0.2,19.98,132.13,0.199262,0.101281,0.105677,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7902,0.65,0.4,0,0,0,0,0,-0.00750111,0,50.6781,-3,5.07905,15,-999,-999,41.332,-4,5.13218,14,-99,99,118786000,1803.48,7.33147e-13,0,-114.421,NA,NA,1617.33,369.877,NA,NA,NA,NA,NA,-69.4055,0,0.0968539,0.00193708,0,0,NA,NA,NA,NA,NA,NA,NA,"B0-D100-E0-F1-I1-cos",10,"B0","D100","E0","F1","I1","cos",0.00565538,"#V3.24O",0.466666666666667,FALSE,"B0-D100-E0-F1-I1-cos-10",0.0968895471857808,0.0956725089217203,0.0968571197731897,-0.0884138568489189,NA,0,-0.000999999999999979,0.00098484848484845,-0.00369000000000008,0.0128099999999999,0.0567699999999999,0,0,0,0,0,NA,NA,NA,NA,0,0.00482352941176467,0,0,NA,NA,NA,NA,NA,-Inf,NA,-0.00239960629921253,0,-0.00410784313725491,0,0,0,-0.0111961722488037,0,-0.0130423076923077,0,0,0,0
