"","X","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","B","D","F","I","species","year","ID","SpawnBio_re","Recruit_0_re","F_re"
"372",372,904992000,92487900,0.168,901636000,87968800,0.168036,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",72,"B0-D102-F1-I2-cos-1",-0.00370832007354761,-0.0488615267510669,0.000214285714285598
"373",373,906813000,88775100,0.165,906821000,87559800,0.164375,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",73,"B0-D102-F1-I2-cos-1",8.82210554987633e-06,-0.0136896494625182,-0.00378787878787888
"374",374,912291000,85181500,0.161,914589000,87581000,0.160382,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",74,"B0-D102-F1-I2-cos-1",0.00251893310358208,0.0281692621050345,-0.00383850931677023
"375",375,920271000,97792800,0.158,921782000,97932000,0.157602,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",75,"B0-D102-F1-I2-cos-1",0.00164190765546236,0.00142341767492085,-0.00251898734177221
"376",376,926940000,94437800,0.154,927829000,86469800,0.153562,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",76,"B0-D102-F1-I2-cos-1",0.00095906962694457,-0.0843729947118633,-0.0028441558441558
"377",377,936285000,100570000,0.151,937712000,107471000,0.150497,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",77,"B0-D102-F1-I2-cos-1",0.00152410857805049,0.0686188724271652,-0.00333112582781459
"378",378,951529000,92931800,0.148,951175000,98676100,0.148236,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",78,"B0-D102-F1-I2-cos-1",-0.000372032801942978,0.0618119954633398,0.00159459459459469
"379",379,971241000,89362100,0.144,967781000,86807600,0.14413,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",79,"B0-D102-F1-I2-cos-1",-0.0035624525735631,-0.0285859441530582,0.00090277777777791
"380",380,995108000,98332700,0.141,994568000,96202400,0.140453,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",80,"B0-D102-F1-I2-cos-1",-0.00054265466662915,-0.021664207328793,-0.00387943262411342
"381",381,1016150000,104011000,0.138,1020180000,98734600,0.137092,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",81,"B0-D102-F1-I2-cos-1",0.00396594990897013,-0.0507292497908875,-0.00657971014492768
"382",382,1035970000,95638500,0.134,1041800000,99367500,0.13305,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",82,"B0-D102-F1-I2-cos-1",0.00562757608811066,0.038990573879766,-0.00708955223880602
"383",383,1061280000,96677500,0.131,1065740000,92461700,0.130498,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",83,"B0-D102-F1-I2-cos-1",0.00420247248605458,-0.0436068371648005,-0.00383206106870231
"384",384,1089420000,96148300,0.128,1091110000,98808400,0.127654,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",84,"B0-D102-F1-I2-cos-1",0.00155128416955811,0.0276666358115536,-0.0027031250000001
"385",385,1115880000,98461600,0.124,1115850000,97766100,0.124023,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",85,"B0-D102-F1-I2-cos-1",-2.68846112485213e-05,-0.00706366746020784,0.000185483870967704
"386",386,1142110000,104525000,0.121,1139600000,106637000,0.121113,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",86,"B0-D102-F1-I2-cos-1",-0.00219768673770477,0.0202056924180818,0.000933884297520678
"387",387,1167400000,102059000,0.118,1164380000,100551000,0.118159,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",87,"B0-D102-F1-I2-cos-1",-0.002586945348638,-0.014775766958328,0.0013474576271187
"388",388,1194760000,103961000,0.114,1191920000,107999000,0.114024,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",88,"B0-D102-F1-I2-cos-1",-0.00237704643610432,0.0388414886351613,0.000210526315789441
"389",389,1226610000,98578800,0.111,1224900000,94420400,0.110972,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",89,"B0-D102-F1-I2-cos-1",-0.00139408613984885,-0.0421835120735899,-0.000252252252252254
"390",390,1260040000,103323000,0.108,1259920000,98842600,0.107711,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",90,"B0-D102-F1-I2-cos-1",-9.52350719024793e-05,-0.0433630459820176,-0.0026759259259259
"391",391,1293350000,99486200,0.104,1295400000,102923000,0.103734,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",91,"B0-D102-F1-I2-cos-1",0.00158503112073298,0.034545494752036,-0.0025576923076922
"392",392,1326330000,106282000,0.101,1326670000,113361000,0.100988,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",92,"B0-D102-F1-I2-cos-1",0.000256346459779994,0.0666058222464764,-0.000118811881188238
"393",393,1358690000,98209700,0.097,1356420000,105397000,0.0970414,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",93,"B0-D102-F1-I2-cos-1",-0.00167072695022411,0.0731831988082644,0.000426804123711309
"394",394,1392020000,111562000,0.094,1391400000,103420000,0.0937213,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",94,"B0-D102-F1-I2-cos-1",-0.000445395899484203,-0.0729818396945196,-0.00296489361702135
"395",395,1425640000,105315000,0.091,1432300000,91894700,0.0901621,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",95,"B0-D102-F1-I2-cos-1",0.00467158609466626,-0.12743009068034,-0.00920769230769234
"396",396,1459770000,108187000,0.087,1473590000,111539000,0.086059,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",96,"B0-D102-F1-I2-cos-1",0.00946724483994054,0.0309833898712415,-0.010816091954023
"397",397,1499830000,116139000,0.084,1511260000,120203000,0.083548,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",97,"B0-D102-F1-I2-cos-1",0.00762086369788576,0.0349925520281731,-0.00538095238095247
"398",398,1.541e+09,117803000,0.081,1544090000,120629000,0.080896,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",98,"B0-D102-F1-I2-cos-1",0.00200519143413368,0.023989202312335,-0.00128395061728404
"399",399,1586380000,110606000,0.077,1584860000,101189000,0.0770156,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",99,"B0-D102-F1-I2-cos-1",-0.000958156305551003,-0.0851400466520804,0.000202597402597461
"400",400,1640040000,109600000,0.074,1637830000,118734000,0.0739803,"B0-D102-F1-I2-cos",1,"B0","D102","F1","I2","cos",100,"B0-D102-F1-I2-cos-1",-0.00134752810907051,0.0833394160583942,-0.000266216216216182
